genome,MC02(8-10cmbsf),MC02(28-30cmbsf),D1T1(0-2cmbsf),D1T1(4-6cmbsf),D1T2(4-6cmbsf),D1T2(24-26cmbsf),T1B3R1(0-3cmbsf),T1B3R2(0-3cmbsf),T1B5(0-2cmbsf),T1B5(8-10cmbsf),T1B5(28-30cmbsf),T1B5(38-40cmbsf),T1B8(2-4cmbsf),T1B8(16-18cmbsf),T1L6T1(0-3cmbsf),T1L6T2(0-3cmbsf),T1B10(0-2cmbsf),T1B10(36-38cmbsf),T1B10(44-46cmbsf),T1B11(0-3cmbsf),T3L11(0-3cmbsf),T3L11(6-9cmbsf),T3L11(12-15cmbsf),T3L11(18-21cmbsf),T3L8(0-3cmbsf),T3L8(6-9cmbsf),T3L8(12-15cmbsf),T3L7(18-21cmbsf),T3L14(0-2cmbsf),T3L14(4-6cmbsf),T3L14(6-8cmbsf),T3L14(12-14cmbsf),T3L14(18-20cmbsf),T1L10(0-3cmbsf),T1L10(6-9cmbsf),T1L10(12-15cmbsf),T1L10(18-21cmbsf)
B90T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.002106961,0,0,0,0,0,0.008152267,0,0.020404804,0.023073046,0.047540933,0.014536462,0.029168615,0.027651105,0,0,0.018456751,0.017551392,0.021703504,0.039421897,0.06409914,0.052321225,0.04049579,0.11645973,0.113402866
B64T1L10,0,0,0,0,0,0,0,0,0,0,0,0.008577901,0.008449373,0.013477165,0,0,0,0.02050404,0.028240385,0,0.05565882,0.055648863,0.016822744,0,0.06481419,0.10530962,0.034659784,0,0.050071128,0.06917203,0.07702563,0.116551585,0,0.09560588,0.22873238,0.22925296,0.0682378
B27T3L14,0,0,0,0,0,0,0,0,0,0,0,0.008981278,0.004630277,0.006947302,0,0,0,0,0.01057307,0,0.10698877,0.087074935,0,0,0.108055115,0.04447848,0,0,0.1291341,0.14116825,0.18179852,0.090713166,0,0.084619775,0.057158224,0.030533925,0
B35T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444543,0,0,0,0,0.011675723,0,0.025264615,0.0213075,0.1330262,0.023966623,0.03896236,0.13683066,0.11862477,0.020415137,0.031930007,0.025317688,0.028746802,0.05131292,0.11743148,0.037194107,0.058910664,0.032993324,0.05920054
B33T1B8,0,0,0,0,0,0,0,0,0.012239315,0.009219577,0.05366379,0.02514481,0.096850045,0.07216032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B60T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017385285,0,0,0,0,0,0,0,0,0,0,0.01907253,0.025443573,0.09263574,0
B88T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5118327,0,0,0,0.39887643,0,0,0,0,0,0,0,0,0.015960032
B12T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076295815,0.35592112,1.2091488,0.026993772,0.3812174,0.33737445,0.17446518,0,0,0,0.38041323,0.9566533,0,0.03142319,0.06505611,0.025767837
B82T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015221866,0.044077083,0,0.022256635,0.049517434,0,0,0,0,0.010256378,0.05528832,0,0.02967944,0.032893594,0.07750412,0.042982377
B42T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14799203,0,0,0,0,0,0,0,0,0,0,0,0,0.29903412
B25T3L14,0,0,0,0,0,0,0,0,0.007350816,0,0,0,0,0,0.011372986,0.015954336,0,0,0,0,0.058857184,0.014169808,0,0,0,0,0,0,0.1681246,0.056476295,0.06307976,0,0,0.03572106,0,0,0
B42T1B8,0,0,0,0,0,0.012240652,0,0,0.013306311,0.019864589,0,0.020902442,0.059067395,0.07995214,0.012677229,0.020945944,0,0,0.023471138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B33T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021474749,0.021577349,0.014193932,0,0.022994151,0,0,0,0.04211097,0.03679686,0.059228312,0.04775676,0,0.027381614,0.038715456,0.033282917,0.013005759
B16D1T1,0.06293163,0.024564879,0.03192223,0.051506106,0.022848556,0,0,0,0.020482969,0.023396237,0.0248858,0.011335877,0.014228878,0.006437081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4T1B11,0,0,0,0,0,0,0,0,0,0,0.019215062,0.013891785,0.012131036,0.020486822,0.019794174,0.018009974,0,0,0.015382657,0.574273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13T1B3,0,0,0.013157937,0.008713799,0,0,0.08970219,0.08282436,0.05240254,0.044236954,0.020885969,0.04947075,0.010456139,0.012231072,0.029053977,0.03612292,0,0,0.010721553,0.03641433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5MC02,0.5250472,0.14778027,0.045304913,0.09988052,0.77188975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B55T1B5,0,0.022123812,0,0,0,0.025078038,0.017731193,0.019894473,0.020249974,0.033516083,0.044953745,0.032080635,0.009685684,0.041509565,0.031985544,0.03295238,0,0,0,0.0707224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B66T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.001963854,0.004263709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020915732,0.03603432,0.08127817,0.05361208
B20T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016431337,0.016230276,0.016668316,0,0,0,0,0,0.021654265,0.015161316,0.018476656,0,0,0.043290365,0.02644809,0.02577257,0.19229984
B91T1L10,0,0,0,0,0,0,0,0,0.007488708,0.010251879,0,0,0.008303142,0.004904464,0.014774035,0.029512612,0.15204902,0.09454364,0.08561095,0,0.018504506,0.022073342,0.056388948,0.031316612,0.02321534,0.041519966,0,0.021830732,0.05227906,0.019899393,0.021112053,0.034087732,0,0.07135135,0.031327464,0.08691956,0.027617607
B22T3L14,0,0,0,0,0,0,0,0,0.011070003,0,0,0,0.008315684,0,0,0.022642577,0,0,0,0,0.37143475,0.16354573,0,0,0.23737074,0,0,0,0.3254078,0.29297915,0.3434422,0.05069301,0,0.1444053,0.02153472,0.016742276,0
B16T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018749531,0.030617224,0.054085378,0,0.02066114,0.0328919,0,0,0,0,0.015050236,0.03468781,0,0,0.03461387,0.015611541,0.025033517
B35T1B5,0,0,0,0,0,0,0,0,0.013746012,0,0.043337155,0.068687886,0.023734253,0.018435085,0,0,0,0.017081881,0.010538365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010099023,0.013057999,0.11235244,0,0,0,0.102824725,0,0,0,0.17405316,0.15501069,0.24252991,0,0,0.09174097,0.07536786,0,0
B57T3L14,0,0,0,0,0,0,0,0,0,0.013195712,0,0,0,0,0,0,0,0,0.00954946,0,0.010442303,0.009033051,0.02885868,0,0.026091792,0.025229748,0.06380676,0,0.025362637,0.025054485,0.035146862,0.0385783,0.101112664,0.01935106,0.011438698,0.020123448,0
B15T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010123287,0,0,0,0,0,0,0.01804928,0.017700978,0.02844376,0.042035315,0,0,0.010368627,0.013294178,0
B1T1B11,0,0,0,0,0,0,0.025595281,0.06242711,0.01157468,0.015728373,0.06370312,0.047608785,0.022992028,0.06260866,0.04638662,0.02451956,0.13604337,0.10839937,0.15644246,0.5931742,0,0.008219792,0.01568331,0,0,0.021891678,0,0,0,0,0,0,0.03453772,0,0.018276572,0.026917802,0.022718906
B106T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03183786,0,0,0,0,0,0,0,0,0,0.010176541,0,0,0.04281384,0.09684158,0.35510787,0.045366123
B41T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041928068,0.060550995,0.04507888,0.019220866,0.111732766,0.09555217,0.04173158,0.051426508,0.07138519,0.052967332,0.099675804,0.16836137,0,0.066778384,0.093632236,0.08897712,0.15242068
B29T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.07178521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
