genome,MC02(8-10cmbsf),MC02(28-30cmbsf),D1T1(0-2cmbsf),D1T1(4-6cmbsf),D1T2(4-6cmbsf),D1T2(24-26cmbsf),T1B3R1(0-3cmbsf),T1B3R2(0-3cmbsf),T1B5(0-2cmbsf),T1B5(8-10cmbsf),T1B5(28-30cmbsf),T1B5(38-40cmbsf),T1B8(2-4cmbsf),T1B8(16-18cmbsf),T1L6T1(0-3cmbsf),T1L6T2(0-3cmbsf),T1B10(0-2cmbsf),T1B10(36-38cmbsf),T1B10(44-46cmbsf),T1B11(0-3cmbsf),T3L11(0-3cmbsf),T3L11(6-9cmbsf),T3L11(12-15cmbsf),T3L11(18-21cmbsf),T3L8(0-3cmbsf),T3L8(6-9cmbsf),T3L8(12-15cmbsf),T3L8(18-21cmbsf),T3L14(0-2cmbsf),T3L14(4-6cmbsf),T3L14(6-8cmbsf),T3L14(12-14cmbsf),T3L14(18-20cmbsf),T1L10(0-3cmbsf),T1L10(6-9cmbsf),T1L10(12-15cmbsf),T1L10(18-21cmbsf)
B2T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0.006631538,0.003845247,0,0,0,0.03197976,0.02920782,0,0.1630487,0.2107025,0.39380026,0.10609351,0.19780086,0.5967786,3.469259,0.1604218,0.12652387,0.26423475,0.22820905,0.40842095,0.58245003,0.21245283,0.38743156,0.2750943,0.19963044
B39T1B5,0,0,0,0,0,0,0,0.03337289,0.009373263,0,0.038252223,0.08022864,0.003138692,0.011401359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B67T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.060233656,0.0935727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B84T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.06739799,0.012592812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B29T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010603065,0.18793316
B5T1L6,0,0,0,0,0,0,0.22084104,0.31392938,0.19581904,0.010938615,0,0,0,0,1.7348502,0.7684954,0,0,0,0.03888948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B38T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0.014439629,0.0297605,0,0,0.15326329,0.10383388,0.07806279,0.013436192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13T1L6,0.025766963,0.026457677,0.006689772,0,0.019560091,0.014274232,0,0,0.045605723,0.008577817,0,0.005004204,0.028813535,0.006826835,0.16360447,0.05941719,0,0.018621543,0.011813718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027598063,0.02278989,0.04046357,0,0.035670187,0.038356096,0.05120118,0,0.05954132,0.045475714,0.06389775,0.047051203,0.11476926,0.035925794,0.033814203,0.08982489,0.08218759
B2T1B10,0,0,0,0,0,0,0,0,0,0,0.025797736,0.013512575,0,0,0,0,0,0.027676806,0.15746006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01814866,0.027682245,0
B42T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03170913,0.028464228,0.02485329,0,0,0,0,0,0,0.014286037,0.01631409,0,0,0.018910768,0.019939736,0,0
B30T1B8,0,0,0,0,0,0.029527918,0,0,0.025978923,0,0,0.009972177,0.090336286,0.056899782,0,0,0.06258917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033168223,0.03067932,0.033652164,0,0.023343768,0.032302998,0,0,0.029127175,0.035888147,0.048242908,0.06708892,0.036377277,0,0.011065275,0.034005754,0.019037483
B5T1B5,0,0,0,0,0,0,0,0,0,0,0.197354,0.18136887,0,0,0.013611045,0,0,0.016452156,0.024466764,0.027100079,0,0,0.035208263,0.01537606,0,0.022595719,0,0,0,0,0,0,0.038698055,0,0.0353857,0.0324354,0.023650646
B43T1B5,0,0,0,0,0,0,0,0,0,0.020045336,0.18673004,0.026832644,0.014432843,0.060312342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8MC02,0.09947143,0.06614478,0.020289436,0.032904074,0.051324684,0.02028114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0030198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3T1B3,0.049721606,0.03438876,0.009981,0.023483409,0.04074077,0.025846282,0.05597073,0.045814835,0.10724625,0.1103842,0.15792647,0.08907755,0.07377339,0.07180204,0.040690616,0.03033517,0.11879685,0.022131879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B95T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.003834237,0.002930597,0.014049122,0,0,0,0,0.0150793,0.03637457,0.052110527,0.041895915,0,0.03810662,0.05231375,0,0,0.036145233,0.018475486,0.029502673,0.039634936,0.035538614,0.16767111,0.09751453,0.059108067,0
B97T1L10,0,0,0,0,0,0,0,0,0.009208275,0,0.017928049,0.028270863,0.019041957,0.017527534,0.018143574,0.013794406,0,0.016413732,0.015818125,0.030309144,0.054980613,0.03829549,0,0,0.033321124,0,0,0,0.07715112,0.046037134,0.0657547,0,0,0.094817095,0.10330797,0.049290292,0.015587935
B78T1B5,0,0,0,0,0,0,0,0,0,0,0,0.034408893,0.006091639,0.005837437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B63T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014796947,0.012995181,0.01963512,0,0.024718262,0.022694984,0,0,0,0.017529914,0.02372772,0,0,0.07466785,0.055481944,0.015373739,0
B19T1B5,0,0,0,0,0,0,0,0,0.009735106,0.026114697,0.116622895,0.15700595,0.006219804,0.15870331,0,0,0,0,0.016301893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B28T1L10,0,0,0,0,0,0,0,0,0,0,0.015404475,0.033734586,0.014714311,0.037360594,0,0,0,0.0679309,0.08372202,0,0,0.010580875,0.018256491,0.026714278,0,0,0,0.041819118,0,0,0,0,0,0.03511099,0.09180377,0.04894346,0.05096638
B16T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3523805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B30T1B5,0,0,0,0,0,0,0,0,0,0.016315736,0.072121136,0.09997632,0.025345353,0.036523484,0,0,0,0.02003855,0.02209621,0.08210788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B17T1B3,0,0,0,0,0,0,0,0.032229293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4D1T1,0.030907921,0.028772904,0.06789148,0.06242424,0,0,0.027568804,0.04263409,0.019292817,0,0,0.004864781,0.004640145,0,0.027614253,0.035948392,0,0,0.008883837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9T1B3,0,0,0,0,0,0,0.019849554,0.017708465,0.01430309,0,0.053790208,0.037798677,0.040980708,0.11106293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B21T1L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060018394,0.06836054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B32T1L10,0,0,0,0,0,0,0,0,0.01520629,0.016052527,0,0.025413064,0.013316224,0.011023191,0.036489613,0.024294574,0.106270574,0.062229432,0.06489137,0.037441753,0.1897824,0.15772046,0.17441772,0.07029448,0.14999878,0.14404228,0.076941274,0.07758758,0.1547902,0.14718026,0.23591776,0.25540784,0.1446786,0.24517474,0.39161515,0.4074749,0.19746836
B17T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0.03723073,0.036919415,0,0,0,0.072084926,0.45279595,0.017276917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B52T1B8,0,0,0,0,0,0,0,0,0,0,0.020720365,0.009754104,0.08233854,0.017103972,0,0,0,0.04009688,0.071869224,0,0.019064337,0.027037727,0.013513994,0,0,0,0,0,0,0.011819956,0,0,0,0,0.01701252,0.10111562,0.03131816
B4T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03107521,0.050053395,0.044685617,0,0.06701554,0.06869836,0.049216177,0,0.18195279,0.046867516,0.07952093,0.10483963,0.026418278,0.041011952,0.02104075,0.009128905,0
B43T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004195541,0,0,0,0,0,0,0.010419274,0.010487753,0,0,0,0,0,0,0,0.013684418,0.010840034,0,0,0.038745336,0.034494743,0.02267666,0
B22T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2505403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009551474,0,0.026945665
B73T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02465422,0.040822893,0,0.024362057,0.03514463,0,0,0,0,0,0.028921872,0,0.01845445,0.035729762,0.07774351,0.06935064
B96T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.02496069,0.028726425,0,0,0,0,0.01236539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8T1B3,0.033489738,0.02009983,0.016987165,0.030703193,0.08186058,0.012159348,0.025662579,0.04360285,0.05144077,0.067488104,0.054423824,0.07211763,0.054007728,0.08065865,0.025868371,0.014533878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B19T1B8,0,0,0,0,0,0,0,0,0,0,0,0.004612542,0.085069135,0.052866295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007520997,0,0
B99T1B8,0,0,0,0,0,0,0,0,0,0,0,0.01249318,0.022662947,0.04071858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6T1B10,0,0,0,0,0,0.021584917,0,0,0,0,0,0.006775615,0.062122464,0.01849232,0,0,0.27134013,0.24483195,0.043267015,0,0.01182384,0,0,0,0.03468361,0,0,0,0,0.025241276,0.021521185,0,0,0.022226978,0.05803405,0.01436398,0
B19D1T1,0,0,0.021007625,0.033443425,0,0.025724977,0,0,0.01986959,0,0.06415245,0.051536024,0.05568011,0.15055288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B70T1B8,0.02228191,0.02295939,0,0,0.016928276,0.011648249,0,0,0.039875507,0.009762405,0,0.003656896,0.062135298,0.008185902,0.03338109,0.022460723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B63T1B5,0,0,0,0,0,0,0,0,0.013206258,0,0,0.07085083,0.012531261,0,0.021514354,0.015128569,0,0.026320836,0.018402167,0,0,0.015098186,0,0,0,0,0,0,0,0,0,0,0,0.020972472,0.017028764,0,0
B13T1B5,0,0,0,0,0,0,0.028741172,0.03121004,0.031755373,0.2931759,0,0,0.023471948,0.007873369,0.040810283,0.066582166,0.18201184,0.08399896,0.08449589,0,0.018602757,0.020536814,0,0,0,0,0,0,0.05106656,0.019132085,0.018764552,0,0,0.034638435,0,0.013581795,0
B102T1B8,0,0.020917976,0,0,0,0.022814434,0.023088766,0.027324984,0.02757178,0.032230992,0.06874092,0.06903903,0.09245808,0.10337845,0.0571927,0.045194365,0,0.024453884,0.04581057,0.050661057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B79T1B5,0,0,0,0,0,0,0,0,0,0,0.04071781,0.07495435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49426445,0,0,0,0.5867208,0,0,0,0,0,0,0,0,0.019873329
B15T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014683065,0.018172888,0,0.026816327,0.100913234,0.060198843,0,0,0,0,0.042093012,0,0,0,0
B65T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01401588,0.062913746,0.035663683,0,0.11586708,0.22685452,0,0,0,0,0.028649822,0.18935199,0,0,0.28144464,0
B20T1L6,0,0,0,0,0,0,0,0,0.009215813,0,0,0.01774391,0.016960304,0,0.07611144,0.06292402,0,0,0.011736091,0,0,0.010999545,0,0,0,0,0,0,0,0,0,0,0,0,0.01095693,0,0
B2T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0.013736468,0.007876466,0,0,0,0.11493242,0.09963301,0.024433559,1.1666392,0.9727541,0.4432911,0.07675899,0.84092474,0.36932915,0.7089562,0.120870054,0.8925237,1.4535007,1.436458,0.6719018,0.20023215,0.9726897,0.57156044,0.2063494,0.11947998
B27T1B5,0,0,0,0,0,0,0,0,0,0,0.05244755,0.054263983,0.005132516,0.010105529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B58T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010655772,0.027309963,0.018664025,0,0.022821173,0.022839574,0,0,0,0,0,0.027119717,0,0.025672313,0.020211333,0.07056132,0.04260051
B9D1T2,0,0,0,0,0,0.08513324,0,0,0,0,0,0,0.008542528,0.005909426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B15T1B8,0,0.039146345,0.009975703,0.010055799,0.025542378,0.036720403,0.019272223,0,0.02308351,0,0.22180468,0.23528239,0.44526392,0.59230435,0.034714885,0.05387299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007763806,0,0
B29T3L14,0,0,0,0,0,0,0,0,0.027703572,0.020263176,0,0,0.004232431,0,0.042903904,0.033556595,0.22239281,0.11853298,0.027131766,0,0.119396284,0.061759397,0,0,0.064206146,0,0,0,0.21786752,0.10858735,0.12135174,0.030704217,0,0.1463693,0.04533147,0.017262217,0
B22T1B5,0.015932977,0.012764416,0.019374374,0.02133538,0,0.017080935,0.060022656,0.048481476,0.042441066,0.04401665,0.041175988,0.06382778,0.023704398,0.048658334,0.043743204,0.06310799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B31T1B5,0,0,0,0,0,0,0,0,0,0,0,0.16869976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012299017,0.02106079,0.05735726,0.031289116,0.030072518,0.02424556,0,0.01989147,0,0.012608966,0.026131785,0.05718362,0.036472317,0.023940975,0.0543865,0.050540734,0.025856106
B68T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24657124,0.23129284,0,0,0.07164338,0,0,0,0.07617183,0.14226641,0.12183727,0,0,0.122135825,0,0.01323076,0
B6D1T2,0.07315354,0.058153052,0.02136179,0.044285998,0.13222696,0.30878514,0,0,0.012212196,0.021704556,0,0,0.011666057,0.006138163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B22T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.08682894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24D1T2,0.080136575,0.04339623,0.03928639,0.07259323,0.30480033,0.035182524,0,0.028991673,0.064600304,0.08904573,0.07567307,0.100945555,0.06779076,0.107642576,0.02962189,0.014957254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B76T3L11,0,0,0,0,0,0,0,0,0.009873051,0.01005304,0,0.016928947,0.008767917,0.008905076,0.04117952,0.03669546,0.05393484,0.039740965,0.028196394,0.034694508,0.31570065,0.22293358,0.27214015,0.13240005,0.19371104,0.19605274,0.12211126,0.06849253,0.2890151,0.21292646,0.33243832,0.37861598,0.28311545,0.22893591,0.2816003,0.2033673,0.09158685
B15T1B5,0,0,0,0,0.02297366,0.03098358,0.028401671,0.025347473,0.059511155,0.1784077,0.08451868,0.14280364,0.06111534,0.028307123,0.09518234,0.068592906,0.09772898,0.072843656,0.11104159,0.023795862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B29T1B10,0,0,0,0,0,0,0,0,0.015209119,0,0.0327536,0.035942856,0.04247289,0.04862109,0,0,0.18808721,0.20417373,0.1070366,0.14109054,0.14333005,0.0872849,0.026453573,0.018665712,0.09303692,0,0,0.015618446,0.08926988,0.089035094,0.07809557,0,0,0.20623682,0.20183836,0.022053625,0.07982836
B8T1L6,0,0,0,0,0,0,0,0.022207089,0.021040823,0.010147871,0.01712978,0.01779683,0,0.020857174,0.09686768,0.06444057,0.102099404,0.03823764,0.12567507,0.08273315,0.02033814,0.00959833,0,0,0,0,0,0,0,0.031738605,0.025511697,0,0,0.02850801,0.010329426,0,0
B13T1B8,0,0,0,0,0,0.011147952,0.028741438,0.028294265,0.04928848,0.047276065,0.035860322,0.06535734,0.057698354,0.0434686,0.06659127,0.04476234,0.09811071,0.04060652,0.024787953,0.03266685,0.051278133,0.040007025,0.023067482,0.024923693,0.044309795,0.023322273,0,0.023191659,0.0372739,0.04386887,0.052056696,0.03599689,0.028527236,0.07311454,0.07741997,0.055017255,0.03584679
B79T1L10,0,0,0,0,0,0,0,0,0.015279488,0,0,0.006680734,0.009433854,0.014958552,0.03521506,0.049291063,0,0,0,0.046576172,0.04317659,0.013961424,0,0,0.046454605,0,0,0,0.21832307,0.10540281,0.060772203,0,0,0.24804425,0.006573643,0.07584867,0.076008625
B79T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033636,0,0,0,0.052856985,0,0,0,0,0,0,0,0,0
B3T1B11,0,0,0,0,0,0.010470098,0,0.019277615,0.023868158,0.08404718,0.045197863,0.024918845,0.021539778,0.006315924,0.15594934,0.04705865,0.31676504,0.1632595,0.13823143,0.2561392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B78T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.033118818,0.13249329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75T1L10,0,0,0,0,0,0,0.021904163,0.041331723,0.015019763,0.015999468,0,0.008100857,0.003295884,0.006021102,0.033169854,0.02030137,0.19084491,0.066009484,0.020551916,0.08609983,0.064150326,0.07438948,0.030435868,0,0.14985283,0.123218834,0.047081947,0,0.06719402,0.0763841,0.13584386,0.17586777,0.042921454,0.18196857,0.25625098,0.08478101,0.05978844
B54T1B5,0,0,0,0,0,0,0,0,0.04229102,0,0.092485204,0.15842621,0.007638866,0.023366295,0,0,0,0.102956176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062515266,0.1777926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B47T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07149352,0.040977895,0,0,0.023119625,0,0,0,0.054795094,0.030806337,0.036207084,0,0,0.041991573,0,0,0
B3D1T2,0,0,0,0,0,0.57134205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03276772,0.031905115,0.027277827,0.015390417,0.026446505,0.02592689,0,0,0.021423262,0.015833937,0.023185793,0.02804051,0,0.016312059,0.026028633,0,0
B46T1B5,0.023251466,0.0139165,0,0,0.025725057,0,0,0,0.012813155,0.011258747,0.053258274,0.077528164,0,0.046685733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B45T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033581804,0.07099941,0.109396435,0.030349864,0.030882146,0,0,0.04258059,0,0.010822941,0.015299043,0,0,0.015860552,0.033109866,0.115235604,0.034951206
B68T1L10,0,0,0,0,0,0,0,0,0.008889956,0.00947766,0,0,0,0,0.009887933,0.019671071,0,0,0,0,0.25231647,0.16542673,0.11112625,0,0.23097059,0.081932865,0,0,0.3692235,0.21414723,0.34487507,0.16923867,0,0.44173577,0.21890287,0.018315518,0
B4MC02,0.049585782,0.07360571,0,0,0,0.015250096,0,0,0.018417703,0.010802424,0,0,0.015775336,0.004299138,0.012333554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B15T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016885346,0.026266996,0.057372298,0.016306005,0.040228188,0.07139346,0.11432101,0,0.02441537,0.01802599,0.028359445,0.060990937,0.123067275,0.05396869,0.07487301,0.14412826,0.08621105
B77T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10507963,0.09312487,0.03654554,0,0.06297033,0.03185783,0,0,0.08422786,0.074887864,0.079738714,0.05542703,0,0.09076695,0.041356996,0.019122262,0
B66T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013820081,0.027415194,0.07830211,0.061793286,0.026833564,0.024234021,0,0.02254107,0,0,0.022334779,0.0474604,0.03942609,0,0.024210462,0.02330164,0.012925544
B40T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0.006426992,0.009253562,0,0,0,0,0.007762372,0,0.10433056,0.063556015,0.042993672,0,0.10922278,0,0,0.015473882,0.10129667,0.07624707,0.10656107,0.03288694,0,0.11390518,0.12132504,0.04921961,0.0529372
B55T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073552676,0.06454914,0.024302624,0.033547767,0.039115857,0,0,0.013213834,0.09343455,0.074422136,0.07747105,0.026869886,0,0.056027725,0.053312823,0.009847581,0.03748046
B19T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03659051,0.04882334,0.0335031,0,0.0224897,0,0,0,0,0.019522212,0.020499516,0.026022702,0,0.018106356,0.017935872,0.015119773,0
B16T1B8,0,0,0,0,0,0,0,0,0,0,0.032495033,0.039209437,0.07313717,0.4017963,0,0,0,0,0.03143653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23T1B10,0,0,0,0,0,0,0,0,0.007607455,0,0,0,0.002902405,0,0,0,0,0.10032543,0.21160609,0,0.05372539,0.06547065,0.011679992,0,0.10384056,0,0,0,0.05411822,0.09947813,0.068665475,0.027162204,0,0.13025372,0.01742589,0,0
B69T1B8,0,0,0,0,0,0,0,0,0,0,0.022608148,0.003749424,0.027596911,0.083191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B38T1B5,0,0,0,0,0,0,0,0,0.033939812,0,0.101906024,0.19601555,0.07055409,0.03534003,0,0,0,0,0.059971154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3T3L14,0,0,0,0,0,0,0,0,0.008051949,0,0,0,0.003136546,0,0,0,0,0.05817443,0.09425894,0,0.086174905,0.10309071,0.018149838,0,0.1500976,0,0,0,0.111266285,0.16933735,0.13859841,0.053354975,0,0.20364472,0.026899317,0.007928684,0
B4D1T2,0,0.022619436,0,0,0.06869985,0.077686615,0,0,0,0.012221104,0,0.007385583,0.005971398,0.023038171,0,0,0,0,0,0.021564439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B82T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011739387,0.054143403,0.08852579,0,0.034402385,0.0623105,0.09184278,0,0,0,0.013321312,0.06881662,0.039131925,0,0.035370827,0.015523537,0
B12T1B11,0,0,0,0,0,0,0.041895855,0.057687435,0.042320635,0,0,0,0,0,0.2957099,0.13347366,0.124960996,0.10876069,0.13235216,1.1022044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B22T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037787333,0.044594325,0.07498235,0.038787004,0.04016274,0,0,0.021638678,0.018811498,0.037255406,0.038212635,0.033514064,0,0.0736788,0.21117899,0.013604187,0.5361662
B34T1B10,0,0,0,0,0,0,0,0,0,0.010837453,0.018582854,0.021754919,0.021554498,0.017402854,0,0,0.17544638,0.13040343,0.111968055,0.029414818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7T1B8,0.016819667,0.03265657,0.018035276,0.02342877,0.033392258,0.075109355,0,0,0.017186668,0.041549146,0.13589044,0.33702466,0.1543702,0.2396352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B93T3L11,0,0,0,0,0,0,0,0,0,0.010017299,0.021135328,0.0250114,0.037058014,0.061973568,0.010500687,0,0.05761361,0.050871223,0.084752634,0.05402953,0.23178472,0.3086802,0.19611944,0,0.16500047,0.13598888,0,0,0.19887714,0.1710052,0.22721048,0.34776345,0,0.1435791,0.12190368,0.08779072,0.01497199
B24T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.002340862,0,0,0,0,0.01791413,0.04833849,0,0.068294,0.06698122,0.033921067,0,0.07325816,0.040428072,0,0,0.03393654,0.05119456,0.068173885,0.05033301,0,0.1355466,0.0973327,0.07152507,0
B7T1B5,0,0,0,0,0,0,0.028211016,0,0.024449397,0,0,0.13613619,0.048135344,0.05541946,0,0.014699803,0,0,0,0,0.019597562,0.011977652,0,0,0,0,0,0,0,0.020276433,0.020663165,0,0,0.07007479,0,0,0
B1T1L6,0,0,0,0,0.016695939,0.01926361,0.028395725,0.03357557,0.041896377,0.14919768,0.060254157,0.030346563,0.053229265,0.02326105,0.19223283,0.11030962,0.14901254,0.079005055,0.06629728,0.048847117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.01511824,0.11272826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013702369,0.01748955,0.036546353,0,0,0.030625453,0,0,0,0.011504856,0.016464498,0.031550262,0.024807304,0.029474063,0.049560685,0.040532414,0.026957406
B9T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055926234,0.10166932,0.12931031,0,0.08475669,0.107490264,0.07004834,0,0.097107455,0.073284656,0.13187343,0.19756371,0.09315376,0.07277543,0.12607454,0.067045294,0.050417215
B27T1B8,0,0,0,0,0,0.027382517,0,0,0,0,0,0,0.08885011,0.015056019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B55T1B8,0,0,0,0,0,0,0,0,0,0,0.032323793,0.003984946,0.038889725,0.14808653,0,0,0,0.014227485,0.034324605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
